source		word		segmentation
stonecoat		sá:hdë:di'		s-a-ahtëti-'
stonecoat		hathá:ine'		h-at-ha-ine-'
stonecoat		shodinöda:yë'		s-hoti-nöt-á-yë-'
stonecoat		sayó'gä:h		s-a-yo-'kä:-h
stonecoat		dewája'kho:nyö		te-w-at-ya'k-honyö-h
stonecoat		dásgawa:gë't		ta-a-skaw-akë'-t
stonecoat		gahgó:awi'		shakw-awi-'
stonecoat		goja'dawí'döh		ko-t-ya't-awi-'t-ö
stonecoat		woiwá:nä:ägo'		w-o-iw-önääko'-'
stonecoat		á:yökhni:nya:g		a:yökhni-nyak-:
stonecoat		hëtshéya'		h-ë-ts-shey-a'shö:
stonecoat		ökhni:wíhas'öh		okhni-iw-ihsa'-öh
stonecoat		khea:wak		khe-awak
stonecoat		da'á:ö		ta'-a:-ö
stonecoat		gihsa:s		k-ihsa:-s
stonecoat		ewíyo:ag		ë-w-iyö-ak-:
stonecoat		nö'dedwade'		nö'-te-twa-te-'
stonecoat		ësgwánö'khwá'seak		ë-skwa-nö'khw-'se-ak
stonecoat		gögwé'di:yo:		k-ökwe't-iyo:
stonecoat		ní:'a		n-i:'-a
stonecoat		dá'agwisdë'		ta'-akwistë'
stonecoat		de'gyëde:i		te'-k-yëte-i
stonecoat		wá:etgë'		w-aetke-ë'
stonecoat		saënödí:wahšyö:ni'		s-a-ën-öt-iw-hsyöni-'
stonecoat		sá:hdë:di'		s-a-ahtëti-'
stonecoat		hösáshago:wa:'		h-öa-s-shako-wa-'
stonecoat		shagóawak		shako-awak
stonecoat		thodínöhso:dö'		t-hoti-nöhs-ot-ö'
stonecoat		hagó:öwi:		hako-öwi-:
stonecoat		hëshadí:yö'		h-ë-s-hati-yö-'
stonecoat		hë:ga:d		h-ë-ka-at
stonecoat		dëhšyo:yën		t-ë-hs-yoyët
stonecoat		ësgánohe't		ë-s-ka-nö-he-t
stonecoat		hösa:di:yö'		h-ö-s-ati-yö-'
stonecoat		ho'ga:d		h-o'-ka-at
stonecoat		o'thadiyeoyën		ö-t-hati-yoyët
stonecoat		sagánöhe't		s-a-ka-nöhe-'-t
stonecoat		gayä:'shö́'ö		ka-yä-'-shö'ö
stonecoat		hadi:awi'		hati-awi-'
stonecoat		ganyó'shö'ö		ka-nyo-'-shö'ö
stonecoat		o'wá:'		o-'wa:-'
stonecoat		hösa:día'		h-öa-s-ati-a'
stonecoat		wo:nötganöní'he't		w-on-öt-kanöni'-he'-t
stonecoat		ga'šyohsa'shö'ö		ka-'syohs-a'-shö'ö
